imdb_id,budget,revenue,certification,original_language
tt1980102,769773.0,0.0,,fi
tt1980107,0.0,0.0,,en
tt1980135,0.0,0.0,,ja
tt1980178,0.0,0.0,,en
tt19801838,0.0,0.0,,en
tt1980185,300.0,0.0,,en
tt1980198,0.0,0.0,,zh
tt1980209,25000000.0,87305600.0,R,en
tt1980218,0.0,0.0,,en
tt1980219,0.0,0.0,,nl
tt1980236,0.0,0.0,,de
tt1980238,0.0,0.0,,cn
tt1980246,0.0,0.0,,en
tt1980298,0.0,0.0,,hu
tt1980315,0.0,0.0,,he
tt1980911,0.0,0.0,,en
tt1980929,8000000.0,63464900.0,R,en
tt1980935,0.0,0.0,,sk
tt1980942,0.0,0.0,,en
tt1980959,0.0,0.0,NR,es
tt1980970,0.0,0.0,,en
tt1980986,6071920.0,25097300.0,,hi
tt1980999,0.0,0.0,,bg
tt1981010,0.0,0.0,,en
tt1981057,0.0,1259360.0,,ar
tt1981059,0.0,0.0,NR,en
tt1981080,0.0,1317380.0,PG-13,zh
tt1981107,33000000.0,9494790.0,G,en
tt1981115,170000000.0,644571000.0,PG-13,en
tt1981128,120000000.0,221600000.0,,en
tt1981140,0.0,0.0,,en
tt1981142,0.0,0.0,,de
tt1981150,0.0,0.0,,en
tt19811866,0.0,0.0,,en
tt1981568,0.0,0.0,,hr
tt1981604,0.0,0.0,,en
tt1981645,165.0,0.0,,hr
tt1981675,0.0,0.0,,he
tt1981677,17000000.0,115400000.0,PG-13,en
tt1981690,0.0,0.0,,en
tt1981703,56000.0,0.0,,en
tt1982070,0.0,0.0,,en
tt19820906,100000.0,0.0,,es
tt1982102,0.0,0.0,,en
tt1982158,0.0,0.0,,en
tt1982177,6000000.0,0.0,,de
tt1982735,0.0,0.0,,en
tt1982742,0.0,0.0,,hr
tt1982848,0.0,0.0,,ar
tt1982854,0.0,0.0,,en
tt1982882,0.0,0.0,,ko
tt1984104,0.0,0.0,,ja
tt1984110,0.0,0.0,R,en
tt1984116,0.0,0.0,,en
tt1984135,0.0,0.0,,en
tt1984136,0.0,0.0,,en
tt1984153,0.0,0.0,NR,en
tt1984177,0.0,0.0,,ko
tt1984204,0.0,0.0,,en
tt1984208,0.0,0.0,,ko
tt1984248,0.0,0.0,,en
tt1984261,0.0,0.0,,en
tt1985017,0.0,0.0,PG-13,en
tt1985019,4900000.0,2159040.0,PG-13,en
tt1985064,650000.0,0.0,,en
tt1985094,0.0,0.0,,en
tt19851356,5000.0,0.0,NR,zh
tt1985170,0.0,0.0,,en
tt1985176,0.0,0.0,,zh
tt1985195,0.0,0.0,,en
tt1985196,0.0,0.0,,en
tt1985219,0.0,0.0,,en
tt1985235,0.0,0.0,,en
tt1985260,0.0,0.0,,de
tt1985266,0.0,0.0,,fa
tt19853734,0.0,0.0,,en
tt19859458,0.0,0.0,,en
tt1985949,73000000.0,349780000.0,PG,en
tt1985966,78000000.0,248385000.0,PG,en
tt1985981,0.0,0.0,,hi
tt1985989,0.0,0.0,,ko
tt1986040,2000000.0,355000.0,,hi
tt1986047,450.0,0.0,,en
tt1986089,0.0,0.0,,ja
tt19860942,0.0,0.0,,cs
tt1986097,140000.0,0.0,,en
tt1986161,0.0,0.0,NR,en
tt1986180,0.0,0.0,,en
tt1986202,0.0,0.0,NR,en
tt1986204,0.0,0.0,,en
tt1986761,0.0,0.0,,en
tt1986769,1000000.0,0.0,,en
tt1986814,0.0,0.0,,en
tt1986825,0.0,0.0,,es
tt1986843,0.0,0.0,,fr
tt1986850,20000.0,5000.0,,en
tt1986857,0.0,0.0,R,en
tt1986887,0.0,0.0,,fr
tt1986914,0.0,0.0,,sl
tt1986935,0.0,0.0,,de
tt1986953,0.0,0.0,R,en
tt1986997,90000.0,0.0,,en
tt1986998,0.0,0.0,PG,en
tt1987010,0.0,0.0,,en
tt1987018,0.0,3929800.0,,fr
tt1987538,0.0,0.0,,en
tt1987547,0.0,0.0,,en
tt1987583,0.0,0.0,,tl
tt1987585,0.0,0.0,,en
tt1987680,37500000.0,111353000.0,,en
tt1987681,0.0,0.0,,en
tt19881338,0.0,0.0,,en
tt1988166,0.0,0.0,,en
tt1988190,0.0,0.0,,en
tt1988531,0.0,0.0,,en
tt1988544,0.0,0.0,NR,en
tt1988546,200.0,10.0,NR,en
tt1988562,0.0,0.0,,en
tt1988573,1483520.0,7586450.0,,pt
tt1988582,0.0,0.0,,en
tt1988621,0.0,0.0,R,en
tt1988662,0.0,0.0,,en
tt1988689,577450.0,1154900.0,,cn
tt1988695,0.0,0.0,,fr
tt1988699,0.0,0.0,,fr
tt1988768,0.0,0.0,,en
tt1988774,0.0,0.0,,ml
tt1988781,6000000.0,0.0,R,en
tt1988805,50000.0,0.0,,en
tt1988816,0.0,0.0,,en
tt1988832,0.0,0.0,R,en
tt1988841,15000.0,0.0,R,en
tt1989435,0.0,0.0,,ru
tt1989454,0.0,0.0,,en
tt1989475,0.0,0.0,R,en
tt1989485,0.0,0.0,R,en
tt1989486,0.0,0.0,,en
tt1989511,0.0,0.0,,ja
tt1989536,100000.0,0.0,,en
tt1989542,0.0,0.0,,en
tt1989571,0.0,0.0,,tr
tt1989593,0.0,0.0,R,en
tt1989598,0.0,0.0,,id
tt1989632,200000.0,0.0,PG-13,en
tt1989646,0.0,0.0,,en
tt1989674,0.0,0.0,,en
tt1989685,0.0,0.0,,en
tt1989696,200000.0,0.0,NR,en
tt1989712,0.0,0.0,,ko
tt19898576,0.0,0.0,,en
tt1990181,0.0,0.0,R,en
tt1990211,0.0,0.0,,en
tt1990216,3000000.0,0.0,R,en
tt1990217,0.0,0.0,R,es
tt1990218,0.0,0.0,,en
tt1990255,0.0,0.0,,zh
tt1990256,0.0,0.0,,zh
tt1990272,0.0,0.0,,en
tt1990308,10000.0,0.0,,en
tt1990314,2500000.0,3325040.0,PG-13,en
tt1990337,0.0,0.0,,en
tt1990352,0.0,76398.0,,en
tt1990420,0.0,0.0,,en
tt1990421,0.0,0.0,,ja
tt1990422,0.0,0.0,,en
tt1990424,0.0,0.0,,en
tt1990996,0.0,0.0,,es
tt1991025,0.0,0.0,,en
tt1991026,0.0,0.0,NR,en
tt1991030,0.0,0.0,,de
tt1991031,0.0,0.0,NR,en
tt1991034,0.0,0.0,,en
tt1991052,0.0,0.0,,en
tt1991059,0.0,0.0,,en
tt1991180,0.0,0.0,,en
tt1991191,0.0,0.0,,en
tt1991199,300000.0,0.0,,en
tt1991245,1000000.0,18112900.0,R,en
tt1992049,0.0,0.0,,en
tt1992127,0.0,0.0,,tr
tt1992138,0.0,0.0,R,hi
tt1992147,0.0,0.0,R,en
tt1992156,0.0,13983.0,NR,it
tt1992163,0.0,0.0,,fr
tt1992193,0.0,0.0,NR,en
tt1992222,0.0,0.0,,en
tt1992224,0.0,0.0,,en
tt1992258,0.0,0.0,R,en
tt1992268,0.0,0.0,,de
tt1992278,0.0,0.0,,en
tt1993286,100000.0,0.0,,en
tt1993391,0.0,0.0,R,en
tt1993396,0.0,0.0,,en
tt1993403,0.0,0.0,,en
tt1993409,2000.0,0.0,NR,en
tt1993428,0.0,0.0,,zh
tt1993433,0.0,0.0,,cn
tt1994534,0.0,0.0,,en
tt1994537,1200000.0,0.0,,pl
tt1994557,0.0,0.0,,tl
tt1995243,1000000.0,0.0,,en
tt1995260,0.0,0.0,PG-13,en
tt1995304,0.0,0.0,R,en
tt1995329,80000.0,0.0,NR,en
tt1995341,0.0,0.0,R,en
tt1995346,0.0,0.0,PG,en
tt1995390,0.0,9930100.0,R,en
tt1995400,0.0,0.0,,en
tt1995405,5000.0,0.0,,es
tt1995415,0.0,0.0,,ko
tt1995438,0.0,0.0,,en
tt1995465,0.0,0.0,,en
tt1995466,0.0,0.0,,en
tt1995477,0.0,0.0,,en
tt1995491,0.0,0.0,,en
tt1996154,0.0,0.0,,en
tt1996155,0.0,0.0,,en
tt1996196,0.0,0.0,,en
tt1996198,0.0,0.0,,en
tt1996211,0.0,0.0,PG-13,en
tt1996223,292.0,0.0,,ro
tt1996226,0.0,0.0,,en
tt1996245,0.0,0.0,,pt
tt1996264,850000.0,1243960.0,R,en
tt1996310,0.0,0.0,NR,de
tt1996322,10.0,0.0,NR,en
tt1996339,0.0,0.0,,en
tt1996342,0.0,0.0,,en
tt1996346,0.0,0.0,PG-13,en
tt1996424,0.0,0.0,,de
tt1996429,0.0,0.0,,en
tt1996430,0.0,0.0,,en
tt1997281,0.0,2319340.0,,zh
tt1997289,0.0,0.0,,nl
tt1997291,0.0,0.0,,fa
tt1997389,0.0,0.0,NR,en
tt1997605,0.0,0.0,,en
tt1997606,0.0,0.0,,zh
tt1997607,0.0,0.0,,zh
tt1997619,0.0,0.0,,en
tt1997621,0.0,0.0,,en
tt1998168,0.0,0.0,,en
tt1998179,120000.0,0.0,NR,en
tt1998204,0.0,0.0,,de
tt1998208,0.0,0.0,,en
tt1998213,0.0,0.0,,en
tt1998280,500000.0,0.0,,en
tt1998337,0.0,0.0,,en
tt1998367,0.0,0.0,,en
tt1998389,500000.0,0.0,NR,en
tt1998390,0.0,0.0,,en
tt1998392,0.0,0.0,,en
tt1998394,180000.0,0.0,NR,en
tt1998395,500000.0,0.0,NR,en
tt1998399,300000.0,0.0,,en
tt1998400,0.0,0.0,,en
tt1998402,0.0,0.0,,en
tt1999067,0.0,0.0,,en
tt1999077,0.0,0.0,,en
tt1999117,0.0,0.0,,it
tt1999121,0.0,0.0,,ml
tt1999125,0.0,0.0,,en
tt1999130,0.0,0.0,,ne
tt1999159,0.0,0.0,NR,en
tt1999166,0.0,0.0,,ja
tt1999167,0.0,0.0,PG-13,ja
tt1999178,10000.0,0.0,,en
tt1999182,0.0,0.0,,en
tt1999192,0.0,0.0,R,en
tt1999228,0.0,0.0,,sr
tt1999239,0.0,0.0,,en
tt1999246,0.0,0.0,,pt
tt1999261,0.0,0.0,,en
tt1999834,0.0,0.0,,tr
tt1999890,5500000.0,0.0,R,en
tt1999932,0.0,0.0,,en
tt1999987,0.0,89661.0,R,en
tt1999995,0.0,0.0,NR,en
tt2000383,0.0,0.0,NR,en
tt2000394,20000.0,0.0,NR,en
tt2000435,0.0,0.0,,en
tt2002626,0.0,0.0,,ja
tt2002679,0.0,0.0,,en
tt2002718,12000000.0,15008200.0,R,en
tt2002742,0.0,0.0,,bn
tt2002759,400000.0,0.0,,en
tt2002781,0.0,0.0,,ja
tt2002789,0.0,0.0,R,en
tt2004175,0.0,0.0,,en
tt2004196,0.0,0.0,,cn
tt2004205,0.0,0.0,,en
tt2004211,0.0,0.0,,zh
tt2004216,0.0,0.0,R,en
tt2004254,0.0,0.0,,it
tt2004258,0.0,0.0,,en
tt2004270,0.0,0.0,,pl
tt2004271,0.0,0.0,PG-13,en
tt2004279,0.0,0.0,,fr
tt2004304,0.0,0.0,PG,en
tt2004334,0.0,0.0,,en
tt2004365,0.0,0.0,,en
tt2004405,0.0,0.0,,en
tt2004419,0.0,0.0,,en
tt2004420,18000000.0,270665000.0,R,en
tt2004432,8000000.0,9630440.0,NR,en
tt2005151,40000000.0,86234500.0,R,en
tt2005153,0.0,0.0,PG,en
tt2005156,0.0,0.0,NR,en
tt2005164,5000000.0,0.0,R,en
tt2005185,3100000.0,0.0,,en
tt2005207,0.0,0.0,,es
tt2005225,0.0,0.0,,en
tt2005226,0.0,0.0,,en
tt2005255,0.0,0.0,,ja
tt2005276,0.0,0.0,,en
tt2005299,0.0,0.0,,ru
tt2005328,0.0,0.0,,en
tt2005330,0.0,0.0,,es
tt2005348,0.0,0.0,,en
tt2005363,0.0,0.0,R,ja
tt2005374,27220000.0,5496950.0,R,en
tt2006037,0.0,0.0,,fr
tt2006040,0.0,0.0,R,en
tt2006093,0.0,0.0,,en
tt2006109,0.0,0.0,,pt
tt2006141,0.0,0.0,,en
tt2006160,0.0,0.0,,fr
tt2006174,2000000.0,0.0,,vi
tt2006181,0.0,0.0,,ja
tt2006189,0.0,0.0,,en
tt2006201,0.0,0.0,,fr
tt2006240,0.0,0.0,,en
tt2006295,25000000.0,24902700.0,PG-13,en
tt2006670,0.0,0.0,,el
tt2006690,0.0,0.0,,en
tt2006699,0.0,0.0,,en
tt2006719,0.0,0.0,,en
tt2006721,4500000.0,0.0,NR,en
tt2006722,0.0,0.0,,en
tt2006737,0.0,0.0,,en
tt2006753,6000000.0,0.0,NR,en
tt2006781,3000000.0,0.0,,it
tt2006791,0.0,0.0,,en
tt2006801,20.0,0.0,,en
tt2006802,0.0,0.0,,fr
tt2006809,0.0,0.0,,en
tt2006810,0.0,0.0,,en
tt2006830,0.0,0.0,,ko
tt2006869,0.0,0.0,,en
tt2006894,0.0,0.0,,en
tt2007334,0.0,0.0,,en
tt2007360,0.0,0.0,,en
tt2007385,0.0,0.0,NR,en
tt2007387,10000000.0,0.0,,ko
tt2007401,0.0,0.0,,fr
tt2007403,0.0,0.0,,en
tt2007405,0.0,0.0,PG,en
tt2007413,0.0,0.0,,ko
tt2007414,0.0,0.0,,es
tt2007476,0.0,0.0,,ko
tt2007499,0.0,0.0,,en
tt2007505,500.0,0.0,,en
tt2007932,0.0,0.0,,en
tt2007976,0.0,0.0,,en
tt2007994,0.0,0.0,,en
tt2007995,0.0,50000.0,R,en
tt2008006,0.0,2802460.0,,cn
tt2008009,0.0,0.0,,en
tt2008027,0.0,0.0,,en
tt2008486,0.0,0.0,,en
tt2008513,0.0,0.0,,en
tt2008523,0.0,0.0,,fa
tt2008554,0.0,0.0,,es
tt2008627,0.0,0.0,PG-13,en
tt2008647,0.0,0.0,,en
tt2008655,1000000.0,0.0,,en
tt2008693,0.0,0.0,,en
tt2009402,0.0,0.0,NC-17,en
tt2009406,0.0,0.0,,en
tt2009429,0.0,0.0,,en
tt2009432,0.0,0.0,,en
tt2009450,0.0,0.0,,en
tt2009494,0.0,0.0,,ko
tt2009587,0.0,0.0,,en
tt2009606,6000000.0,284000.0,PG,en
tt2009643,0.0,0.0,,is
tt20101630,0.0,0.0,NR,en
tt2010877,0.0,0.0,,zh
tt2010939,0.0,0.0,NR,en
tt2010950,750000.0,0.0,,en
tt2010958,0.0,0.0,,en
tt2010959,0.0,0.0,,en
tt2010976,1.0,0.0,R,en
tt2011032,0.0,0.0,,en
tt2011040,0.0,0.0,,en
tt2011045,0.0,0.0,,en
tt2011047,0.0,0.0,,en
tt2011076,0.0,0.0,,zh
tt2011134,0.0,0.0,,ja
tt2011138,0.0,0.0,,ja
tt2011155,0.0,0.0,,fr
tt2011159,13200000.0,53830400.0,PG-13,en
tt2011181,0.0,0.0,,en
tt2011183,0.0,0.0,,es
tt2011197,0.0,0.0,,en
tt2011223,0.0,0.0,NR,en
tt2011265,0.0,0.0,,en
tt2011271,0.0,0.0,,en
tt2011276,950000.0,0.0,R,en
tt2011296,0.0,0.0,,en
tt2011300,0.0,0.0,R,en
tt2011311,0.0,0.0,R,en
tt2011323,0.0,0.0,,en
tt2011351,0.0,0.0,,ja
tt20117432,0.0,0.0,,en
tt2011926,0.0,0.0,,en
tt2011936,0.0,0.0,,sr
tt2011938,0.0,0.0,,it
tt2011952,0.0,0.0,,cs
tt2011953,0.0,0.0,,en
tt2011956,0.0,0.0,,mn
tt2011961,0.0,0.0,,fr
tt2011971,0.0,6581920.0,,fr
tt2012011,0.0,0.0,R,en
tt2012062,8000.0,0.0,,en
tt2012099,0.0,0.0,,en
tt2012110,0.0,0.0,,en
tt2012576,0.0,0.0,,en
tt2012599,0.0,0.0,,en
tt2012624,0.0,0.0,,en
tt2012626,0.0,0.0,,ko
tt2012645,0.0,0.0,,pl
tt2012665,5000000.0,1189610.0,R,en
tt2013233,0.0,0.0,,ja
tt2013293,30000000.0,117932000.0,PG-13,ja
tt2013298,0.0,0.0,,zh
tt2013299,0.0,0.0,,ja
tt2014168,0.0,0.0,PG-13,en
tt2014191,0.0,0.0,,en
tt2014198,0.0,0.0,,en
tt2014202,0.0,0.0,R,en
tt2014225,0.0,0.0,PG-13,en
tt2014238,0.0,0.0,,en
tt2014248,500000.0,0.0,,en
tt2014264,0.0,0.0,,en
tt2014266,3000000.0,0.0,,pl
tt2014271,0.0,0.0,PG,en
tt2014295,0.0,0.0,,de
tt2014319,0.0,0.0,,en
tt2014338,0.0,0.0,NR,en
tt2014341,0.0,0.0,NR,en
tt2014346,0.0,0.0,NR,en
tt2014349,0.0,0.0,PG-13,en
tt2014351,0.0,0.0,,en
tt2014392,0.0,0.0,NR,es
tt2015288,0.0,0.0,,pt
tt2015315,0.0,0.0,,ko
tt2015332,0.0,0.0,,id
tt2015340,0.0,0.0,,it
tt2015367,0.0,0.0,,en
tt2015370,0.0,0.0,,en
tt2015381,170000000.0,772777000.0,PG-13,en
tt2015457,0.0,0.0,NR,en
tt2015474,0.0,0.0,,da
tt2015478,2500000.0,0.0,,en
tt2015482,17000.0,0.0,NR,en
tt2015503,0.0,0.0,,en
tt2016168,46000.0,0.0,,en
tt2016201,0.0,0.0,,ko
tt2016229,0.0,0.0,,en
tt2016242,0.0,0.0,,hu
tt2016331,0.0,0.0,,en
tt2016335,700000.0,0.0,,en
tt2016868,0.0,0.0,,hu
tt2016872,0.0,0.0,R,en
tt2016894,12000000.0,51000000.0,,hi
tt2016914,0.0,0.0,,en
tt2016940,25000000.0,2054940.0,R,en
tt2016955,0.0,0.0,,fr
tt2016959,0.0,0.0,,pt
tt2016975,0.0,0.0,,tl
tt2016992,0.0,0.0,,zh
tt2017013,0.0,0.0,,en
tt2017020,105000000.0,347434000.0,PG,en
tt2017038,9000000.0,6108720.0,PG-13,en
tt2017452,0.0,0.0,,de
tt2017486,9000000.0,0.0,,en
tt2017561,0.0,0.0,PG-13,zh
tt2017634,0.0,0.0,,en
tt2017641,0.0,0.0,,en
tt2017703,0.0,0.0,,en
tt2017709,0.0,0.0,,en
tt2017711,0.0,0.0,,en
tt2017712,0.0,0.0,,en
tt2017733,0.0,0.0,NR,en
tt2018055,0.0,0.0,,it
tt2018069,0.0,0.0,,en
tt2018086,3512450.0,115860.0,,fr
tt2018111,1000000.0,0.0,,en
tt2018129,0.0,0.0,,de
tt2018136,0.0,0.0,,fr
tt2018149,0.0,0.0,,en
tt2018164,0.0,0.0,,en
tt2018166,0.0,0.0,,tl
tt2019999,0.0,0.0,,it
tt20200506,0.0,0.0,,en
tt2020056,0.0,0.0,,ja
tt2020084,0.0,0.0,,en
tt2020097,0.0,0.0,,en
tt2020110,3500000.0,517069.0,,ko
tt2022376,0.0,0.0,,en
tt2022384,0.0,0.0,PG,en
tt2022410,25000.0,0.0,,en
tt2022441,0.0,0.0,,en
tt2022497,267600.0,0.0,,ko
tt2022522,0.0,0.0,,bn
tt2022594,0.0,0.0,,en
tt2023367,0.0,0.0,,es
tt2023441,0.0,0.0,,en
tt2023453,22000000.0,76196500.0,PG,en
tt2023454,0.0,0.0,,de
tt2023473,0.0,0.0,,sv
tt2023519,0.0,0.0,G,en
tt2023528,0.0,0.0,,et
tt2023559,0.0,0.0,,ar
tt2023571,0.0,0.0,,fr
tt2023579,0.0,0.0,,en
tt2023583,0.0,0.0,,en
tt2023587,15000000.0,146498000.0,PG-13,en
tt2023618,0.0,0.0,,pt
tt2023638,0.0,0.0,,en
tt2023659,0.0,0.0,,en
tt2023681,0.0,0.0,,en
tt2023690,0.0,61782.0,NR,en
tt2023714,0.0,0.0,NR,en
tt2023719,0.0,0.0,,en
tt2023748,50000.0,0.0,NR,en
tt2023765,0.0,0.0,,en
tt2023786,0.0,0.0,,en
tt2024375,0.0,0.0,,en
tt2024396,0.0,0.0,,es
tt2024417,0.0,0.0,,en
tt2024432,35000000.0,173965000.0,R,en
tt2024469,50000000.0,222810000.0,PG-13,en
tt2024506,2000000.0,0.0,R,en
tt2024519,0.0,5475060.0,,nl
tt2024521,0.0,0.0,,en
tt2024539,0.0,0.0,,ja
tt2024542,0.0,0.0,NR,en
tt2024544,20000000.0,187000000.0,R,en
tt2024555,0.0,0.0,,nl
tt2024559,0.0,0.0,,en
tt2025506,0.0,0.0,,ko
tt2025511,0.0,0.0,,en
tt2025526,8000000.0,49000000.0,NR,ko
tt2025547,0.0,0.0,,en
tt2025570,0.0,0.0,,fr
tt20255716,3000.0,0.0,,es
tt2025586,0.0,0.0,,en
tt2025629,0.0,0.0,,en
tt2025661,0.0,0.0,,en
tt2025667,0.0,0.0,R,en
tt2025672,0.0,0.0,,hu
tt2025690,80000000.0,52099100.0,PG-13,en
tt2027064,0.0,0.0,R,en
tt2027091,114000.0,0.0,,en
tt2027098,0.0,0.0,,zh
tt2027136,6900000.0,0.0,,en
tt2027140,16040800.0,10435300.0,,fr
tt2027154,0.0,0.0,R,en
tt2027178,0.0,5799610.0,PG-13,pt
tt2027202,0.0,0.0,NR,en
tt2027211,0.0,0.0,,zh
tt2027215,2500000.0,0.0,,en
tt2027223,0.0,0.0,,zh
tt2027231,0.0,0.0,NR,en
tt2027232,0.0,0.0,,en
tt2027254,0.0,0.0,,ja
tt2027265,0.0,0.0,,fr
tt2028457,0.0,0.0,,en
tt2028482,0.0,0.0,,en
tt2028530,0.0,0.0,NR,en
tt2028550,0.0,0.0,,tl
tt20317878,3000.0,0.0,,en
tt2032399,0.0,0.0,,ja
tt2032424,0.0,0.0,NR,en
tt2032425,0.0,0.0,,en
tt2032452,0.0,0.0,,en
tt2032489,0.0,0.0,,en
tt2032506,0.0,0.0,,ja
tt2032521,0.0,0.0,,en
tt2032554,0.0,0.0,,en
tt2032557,0.0,519535.0,R,en
tt2032572,40000000.0,2158570.0,R,en
tt2033208,0.0,0.0,,ru
tt2033214,0.0,0.0,,en
tt2033298,0.0,0.0,,en
tt2033328,400000.0,0.0,,fr
tt2033386,0.0,0.0,,en
tt2033427,50000.0,0.0,NR,en
tt2033461,0.0,0.0,,en
tt2033937,0.0,0.0,,en
tt2033952,0.0,0.0,NR,en
tt2033981,0.0,0.0,NR,en
tt2033987,0.0,0.0,,en
tt2033990,0.0,0.0,,en
tt2033997,0.0,0.0,,tr
tt2034026,0.0,0.0,,ta
tt2034029,0.0,0.0,,pl
tt2034031,5000000.0,2379150.0,R,en
tt2034098,700000.0,0.0,NR,en
tt2034132,5500.0,0.0,NR,en
tt2034139,5000000.0,15179300.0,PG-13,en
tt2034144,25000.0,0.0,,en
tt2034176,0.0,0.0,,en
tt2034618,0.0,0.0,,ja
tt2034734,10000.0,0.0,NR,en
tt2034741,0.0,0.0,,en
tt2034761,5000000.0,7419430.0,,no
tt2034800,150000000.0,331957000.0,PG-13,en
tt2034832,0.0,0.0,,fr
tt2035517,0.0,0.0,,en
tt2035619,0.0,0.0,,ja
tt2035623,0.0,0.0,,sr
tt2035630,0.0,0.0,NR,en
tt2035636,50.0,0.0,,en
tt2035670,0.0,0.0,NR,en
tt2036375,0.0,0.0,,ja
tt2036376,0.0,0.0,R,en
tt2036388,0.0,0.0,,it
tt2036401,0.0,0.0,,fr
tt2036408,0.0,0.0,,de
tt2036416,0.0,0.0,,zh
tt2036453,0.0,0.0,,en
tt2038260,0.0,0.0,,en
tt2039308,0.0,0.0,,en
tt2039322,0.0,0.0,,en
tt2039331,0.0,0.0,NR,it
tt2039338,19000000.0,45158300.0,PG-13,en
tt2039345,0.0,0.0,R,en
tt2039360,0.0,0.0,,en
tt2039369,0.0,0.0,,pt
tt2039380,0.0,0.0,,en
tt2039393,25000000.0,39171100.0,R,en
tt2039412,0.0,0.0,R,en
tt2040245,50000.0,0.0,NR,en
tt2040257,0.0,0.0,,en
tt2040272,0.0,0.0,,en
tt2040281,0.0,0.0,,en
tt2040290,0.0,0.0,,fr
tt2040295,0.0,0.0,NR,en
tt2040336,0.0,0.0,,en
tt2040366,0.0,0.0,,en
tt2040367,0.0,0.0,,en
tt2040368,0.0,0.0,,en
tt2040370,1000.0,0.0,,en
tt2040398,0.0,0.0,,en
tt2040407,0.0,0.0,,en
tt2040426,0.0,0.0,,en
tt2040454,0.0,0.0,,en
tt2040470,0.0,0.0,,en
tt2040504,0.0,0.0,,en
tt2040534,0.0,0.0,,en
tt2040541,0.0,0.0,,en
tt2040553,0.0,0.0,,en
tt2040560,0.0,0.0,R,en
tt2040562,0.0,0.0,,en
tt2040578,2500000.0,0.0,R,en
tt2040605,0.0,0.0,PG-13,ko
tt2041301,0.0,0.0,R,en
tt2041321,0.0,0.0,,ms
tt2041328,0.0,0.0,,en
tt2041331,600000.0,0.0,R,en
tt2041335,0.0,0.0,,de
tt2041354,0.0,0.0,,en
tt2041374,0.0,0.0,,ko
tt2041381,0.0,0.0,,en
tt2041385,0.0,0.0,,de
tt2041458,0.0,0.0,,en
tt2041470,0.0,0.0,,ko
tt2041487,0.0,0.0,,en
tt2041488,587211.0,587211.0,PG,en
tt2041510,0.0,0.0,,en
tt2041529,0.0,0.0,,en
tt2042432,0.0,0.0,,zh
tt2042443,0.0,0.0,,en
tt2042449,0.0,0.0,,en
tt2042451,0.0,0.0,,en
tt2042520,0.0,0.0,,en
tt2042528,0.0,0.0,,en
tt2042544,0.0,0.0,,en
tt2042568,11000000.0,32935300.0,R,en
tt2042583,2500000.0,0.0,,es
tt2042588,0.0,0.0,,en
tt2042692,0.0,0.0,,en
tt2042695,0.0,0.0,,nb
tt2042712,0.0,0.0,NR,en
tt2043781,0.0,0.0,,en
tt2043801,0.0,0.0,,en
tt2043814,0.0,0.0,,fr
tt2043829,0.0,0.0,,en
tt2043843,0.0,0.0,,es
tt2043865,0.0,15998600.0,,es
tt2043878,0.0,0.0,,zh
tt2043879,0.0,0.0,,pt
tt2043880,0.0,0.0,,vi
tt2043882,0.0,0.0,R,en
tt2043887,0.0,0.0,,en
tt2043888,0.0,0.0,,it
tt2043893,0.0,0.0,,en
tt2043900,0.0,0.0,,en
tt2043931,0.0,0.0,PG,en
tt2043933,0.0,271755.0,R,en
tt2043962,20000.0,154098.0,,ru
tt2043979,1365070.0,0.0,,pl
tt2043992,0.0,0.0,,en
tt2044009,0.0,0.0,,pt
tt2044012,0.0,0.0,,ar
tt2044013,0.0,0.0,,en
tt2044019,0.0,0.0,,en
tt2044030,0.0,0.0,,en
tt2044040,0.0,0.0,,en
tt2044046,0.0,0.0,,en
tt2044064,0.0,0.0,,en
tt2044077,0.0,0.0,,zh
tt2044729,0.0,0.0,R,en
tt2044739,0.0,0.0,,de
tt2044801,0.0,0.0,R,en
tt2044830,0.0,0.0,,en
tt2044839,0.0,0.0,,en
tt2044847,0.0,0.0,,zh
tt2044856,0.0,0.0,,en
tt2044863,0.0,0.0,,en
tt2044867,0.0,0.0,,en
tt2044891,40000.0,0.0,,en
tt2046090,0.0,0.0,,es
tt2046110,0.0,0.0,,ja
tt2046130,0.0,0.0,,en
tt2046152,0.0,0.0,,en
tt2046166,0.0,0.0,,en
tt2047670,0.0,0.0,,en
tt2047682,0.0,0.0,,en
tt2047732,0.0,0.0,,cn
tt2047769,0.0,0.0,,ja
tt2047774,0.0,0.0,,es
tt2047788,0.0,500.0,,es
tt2047789,0.0,0.0,,es
tt2047802,0.0,0.0,,de
tt2047841,0.0,0.0,,en
tt2047856,100.0,0.0,,en
tt2047876,0.0,0.0,,en
tt2047885,0.0,0.0,,en
tt2047890,3000000.0,0.0,,en
tt2047910,0.0,0.0,,en
tt2048688,0.0,0.0,,en
tt2048708,0.0,0.0,,en
tt2048770,0.0,0.0,PG-13,en
tt2048793,0.0,0.0,,en
tt2048804,0.0,0.0,R,ja
tt2048819,0.0,0.0,,en
tt2048824,600000.0,1914090.0,PG-13,en
tt2048854,0.0,0.0,G,en
tt2048858,0.0,0.0,,es
tt2048865,3000000.0,0.0,R,en
tt2048875,0.0,0.0,,en
tt2048877,0.0,0.0,NR,en
tt2048905,0.0,0.0,,en
tt2048910,0.0,0.0,,en
tt2048915,0.0,0.0,,da
tt2048918,283534.0,0.0,,es
