imdb_id,budget,revenue,certification,original_language,release_date,popularity,vote_average,vote_count
tt5024674,1900000.0,0.0,,fi,2019-10-04,1.715,5.8,8
tt5024728,0.0,0.0,,en,2015-09-11,1.871,5.7,16
tt5024766,0.0,0.0,,cs,2016-02-11,0.638,7.0,1
tt5024820,0.0,0.0,,zh,2015-11-13,0.987,4.5,4
tt5024894,0.0,0.0,,en,2016-08-05,3.966,6.7,24
tt5025254,0.0,0.0,,en,2016-10-16,1.563,4.0,2
tt5025550,0.0,0.0,,de,2017-04-27,1.595,6.1,19
tt5025736,0.0,0.0,,en,2015-12-09,2.249,8.7,3
tt5025870,0.0,0.0,,zh,,0.6,0.0,0
tt5026428,0.0,0.0,,en,2021-01-01,0.656,5.0,1
tt5027162,0.0,0.0,,hu,2017-10-19,1.077,6.4,10
tt5027774,15000000.0,160192000.0,R,en,2017-12-01,17.502,8.1,8515
tt5028240,0.0,0.0,,en,2014-05-05,0.6,0.0,0
tt5028270,0.0,0.0,,en,2020-05-18,0.94,2.0,1
tt5028340,130000000.0,348807000.0,PG,en,2018-12-13,20.927,6.5,2851
tt5028388,0.0,0.0,,en,2015-11-14,1.685,6.2,3
tt5028530,0.0,0.0,,he,2015-10-01,0.6,3.8,2
tt5028598,0.0,0.0,PG-13,en,2017-09-08,1.496,6.0,6
tt5028702,0.0,0.0,,en,2018-11-15,1.4,5.8,6
tt5028788,0.0,0.0,,en,2015-09-17,0.6,0.0,0
tt5028822,800.0,0.0,R,en,2016-11-04,1.633,9.0,4
tt5028838,0.0,0.0,,en,2014-02-14,0.75,1.5,2
tt5028892,0.0,0.0,,pl,2015-09-06,1.31,5.0,14
tt5028916,0.0,0.0,,en,2018-07-08,1.484,6.0,2
tt5028930,0.0,0.0,,en,,0.6,0.0,0
tt5028968,0.0,0.0,,en,2015-09-04,0.6,4.0,1
tt5029220,0.0,0.0,,no,2017-01-27,1.25,5.3,4
tt5029482,0.0,0.0,,zh,2015-09-02,0.6,8.3,2
tt5029602,0.0,0.0,,fr,2016-10-19,6.123,4.2,527
tt5029608,0.0,7478350.0,PG-13,fr,2016-09-07,17.427,7.4,574
tt5029642,0.0,0.0,,fr,2016-10-05,3.8,5.5,45
tt5029668,0.0,0.0,,de,2016-12-15,1.511,6.2,34
tt5029776,0.0,3416300.0,,de,2017-03-16,2.01,6.6,16
tt5030004,0.0,0.0,,fi,2016-11-02,2.131,4.4,10
tt5030402,0.0,0.0,,en,2017-04-14,4.29,6.3,46
tt5030452,0.0,0.0,,en,2017-08-07,2.915,6.2,18
tt5030532,0.0,0.0,,en,2015-08-01,0.67,7.0,1
tt5031108,0.0,0.0,,en,2017-09-22,2.873,4.8,13
tt5031332,0.0,0.0,,en,2016-02-14,5.273,7.8,72
tt5031388,0.0,0.0,,en,2018-11-10,1.4,6.9,7
tt5031658,0.0,0.0,NR,en,2018-10-10,2.479,5.3,29
tt5031892,0.0,17708000.0,,ko,2015-09-24,4.609,7.2,34
tt5031998,0.0,0.0,,ru,2016-10-06,4.266,7.2,66
tt5032026,0.0,0.0,,es,2015-10-11,5.482,6.4,29
tt5032364,0.0,0.0,,en,2019-06-21,2.826,6.6,8
tt5032452,0.0,0.0,,zh,2015-08-10,0.6,8.0,4
tt5032468,0.0,0.0,,en,2017-02-21,1.867,4.2,5
tt5032478,0.0,0.0,,en,2020-03-12,0.6,0.0,0
tt5032492,1200000.0,0.0,,fi,2016-09-07,1.609,7.4,10
tt5032522,0.0,0.0,,pt,2015-08-12,0.6,5.3,9
tt5032880,0.0,0.0,,nl,2015-09-26,0.6,0.0,0
tt5033018,0.0,0.0,,en,2016-09-11,3.478,7.4,7
tt5033038,0.0,0.0,,zh,2015-08-29,0.6,6.0,6
tt5033290,0.0,0.0,,en,2017-10-06,4.932,5.4,56
tt5033342,0.0,0.0,,de,2015-12-03,3.375,6.8,35
tt5033360,0.0,0.0,,no,2015-09-27,0.6,9.0,1
tt5033790,100000.0,0.0,,en,2016-12-30,5.422,6.4,76
tt5033998,48000000.0,73279900.0,PG-13,en,2019-11-14,31.578,6.6,2441
tt5034046,0.0,0.0,,ko,2015-09-17,1.191,4.0,1
tt5034082,20.0,0.0,NR,en,2016-05-13,1.481,3.0,2
tt5034090,0.0,0.0,,de,2017-09-21,1.32,4.2,6
tt5034122,0.0,0.0,,en,2018-09-28,8.582,6.0,67
tt5034194,0.0,0.0,,ko,2015-10-22,2.84,6.2,20
tt5034266,0.0,0.0,,en,2017-09-29,9.102,6.6,366
tt5034276,0.0,0.0,,ko,2015-10-22,3.681,6.9,33
tt5034444,0.0,0.0,,en,2017-04-04,0.964,7.4,8
tt5034474,5000000.0,388789.0,R,en,2016-06-08,16.719,5.4,389
tt5034838,200000000.0,467863000.0,PG-13,en,2021-03-24,288.686,7.8,7898
tt5034870,0.0,0.0,,en,2017-11-09,1.509,10.0,1
tt5036134,0.0,0.0,,el,2016-09-22,1.104,0.0,0
tt5036516,0.0,0.0,,zh,2014-09-12,0.6,4.7,3
tt5037288,0.0,0.0,,en,2016-09-13,2.412,7.3,6
tt5037318,0.0,0.0,,en,2016-02-01,0.6,0.0,0
tt5037352,0.0,0.0,,en,2017-03-14,0.635,0.0,0
tt5037512,0.0,0.0,,en,2016-03-29,0.847,0.0,0
tt5037626,0.0,0.0,,fr,2017-08-02,3.296,6.2,66
tt5037684,0.0,0.0,,en,2018-01-20,1.8,5.7,3
tt5037688,0.0,0.0,,en,2014-04-01,0.6,0.0,0
tt5037840,0.0,0.0,R,en,2019-02-08,11.191,4.7,197
tt5037996,0.0,0.0,,tr,2015-10-02,1.963,5.8,20
tt5038082,0.0,0.0,,en,2016-06-04,0.6,0.0,0
tt5038134,0.0,0.0,,en,2017-06-06,1.764,4.0,1
tt5038336,0.0,0.0,,el,2015-11-19,0.6,5.0,2
tt5038358,0.0,0.0,,fr,2016-03-09,3.417,5.3,55
tt5038372,0.0,0.0,,fr,2016-05-18,6.649,7.2,157
tt5038448,0.0,0.0,,te,2015-10-16,4.208,5.8,13
tt5038918,0.0,0.0,,ja,2015-10-24,0.6,0.0,0
tt5039088,0.0,22091.0,,en,2016-04-14,6.903,6.1,106
tt5039340,0.0,0.0,,zh,2015-04-03,0.6,0.0,0
tt5039416,0.0,0.0,,da,2018-11-25,4.136,6.3,37
tt5039578,0.0,0.0,NR,en,2018-06-15,4.019,5.7,27
tt5039822,0.0,0.0,R,en,2015-11-17,5.897,4.0,26
tt5039860,0.0,3465.0,,fr,2017-01-11,6.327,6.6,215
tt5039914,0.0,0.0,,sv,2015-04-25,0.6,5.3,2
tt5039992,0.0,0.0,,en,2017-06-16,1.189,2.0,1
tt5039994,0.0,0.0,,en,2017-10-08,5.554,6.6,237
tt5040108,0.0,0.0,,en,2019-10-04,0.6,7.5,2
tt5040202,0.0,0.0,,en,2019-08-22,3.196,6.3,2
tt5040282,2000.0,0.0,,en,2015-09-26,1.82,5.0,1
tt5040624,1060000.0,0.0,,en,2016-07-27,1.765,5.7,15
tt5040760,0.0,0.0,,en,2018-01-01,1.176,3.3,4
tt5041296,0.0,0.0,,es,2017-11-09,8.786,5.9,313
tt5042340,0.0,0.0,,ru,2015-06-30,0.6,6.0,1
tt5043096,0.0,0.0,,en,2016-09-06,1.258,1.0,1
tt5044068,0.0,0.0,,en,2017-03-23,0.639,10.0,1
tt5044296,0.0,0.0,,en,,0.6,0.0,0
tt5044332,0.0,0.0,,no,2016-09-09,1.009,5.9,10
tt5044656,9000000.0,0.0,,en,2017-05-02,13.183,5.0,111
tt5044672,0.0,0.0,,en,2015-09-18,0.6,0.0,0
tt5045648,0.0,0.0,,en,,0.6,0.0,0
tt5045682,0.0,0.0,,en,2021-09-24,2.724,5.7,3
tt5045746,0.0,0.0,,th,2019-09-26,3.262,7.2,24
tt5046054,0.0,0.0,,ar,2015-07-03,0.6,4.3,3
tt5046196,0.0,0.0,,ja,2015-09-23,0.6,0.0,0
tt5046282,0.0,0.0,,fr,2015-06-30,0.6,5.0,3
tt5046500,0.0,0.0,,hi,2017-03-17,1.4,7.3,3
tt5046504,0.0,0.0,,pt,2016-07-21,2.356,5.8,33
tt5046632,0.0,0.0,,en,2016-07-12,1.4,5.5,2
tt5047090,0.0,0.0,,en,2017-04-27,0.629,10.0,1
tt5047136,0.0,0.0,,en,2017-09-04,0.6,10.0,1
tt5047144,0.0,0.0,,ko,2017-02-02,0.658,5.5,2
tt5047336,0.0,0.0,,en,2017-03-12,3.074,6.3,30
tt5047400,0.0,0.0,,en,2017-12-15,2.995,4.5,21
tt5047424,0.0,0.0,,en,2015-12-15,0.838,3.7,7
tt5047788,0.0,0.0,,en,2016-07-01,1.347,0.0,0
tt5048406,0.0,0.0,,fr,2016-12-02,2.097,6.2,19
tt5048684,750000.0,0.0,NR,en,2017-01-26,0.6,9.0,1
tt5048716,0.0,0.0,,de,2016-10-20,2.778,5.8,22
tt5048966,0.0,0.0,,es,2015-10-27,0.652,7.5,8
tt5049302,0.0,0.0,,ko,2015-11-05,5.662,6.5,71
tt5049580,0.0,0.0,,es,2017-10-23,1.406,6.8,10
tt5049636,3200000.0,0.0,,pl,2015-09-08,2.942,5.2,36
tt5050058,10000.0,0.0,,en,2016-03-03,0.6,0.0,0
tt5050200,0.0,0.0,,en,2016-10-03,4.566,5.5,30
tt5050328,0.0,0.0,,en,2019-08-13,3.261,7.7,3
tt5050332,0.0,0.0,,en,2019-02-09,0.648,0.0,0
tt5050342,0.0,0.0,,en,2018-06-22,0.634,0.0,0
tt5050904,0.0,0.0,,cs,2017-03-09,1.361,6.1,16
tt5051150,0.0,0.0,NR,en,2016-07-22,1.39,6.0,1
tt5051356,0.0,0.0,,pl,2016-02-19,2.042,6.0,30
tt5051410,0.0,0.0,,te,2015-09-24,1.4,4.7,9
tt5051826,0.0,0.0,R,en,2018-06-19,4.47,4.7,17
tt5051930,0.0,0.0,,en,2015-11-01,0.776,6.7,6
tt5052214,0.0,0.0,,ko,2015-10-15,18.773,6.1,7
tt5052298,0.0,0.0,,ko,2015-10-28,3.487,5.5,27
tt5052424,0.0,0.0,R,en,2016-05-01,1.356,0.0,0
tt5052448,4500000.0,255408000.0,R,en,2017-02-24,51.629,7.6,14140
tt5052474,35000000.0,75836700.0,R,en,2018-06-27,49.615,6.9,2755
tt5052524,0.0,0.0,,en,2016-03-12,4.566,6.0,64
tt5052770,0.0,0.0,,en,2016-10-07,0.658,3.5,2
tt5053028,0.0,0.0,,en,2016-06-16,0.6,0.0,0
tt5053108,0.0,0.0,,sl,2015-09-17,0.6,7.5,2
tt5053156,0.0,0.0,,en,2021-10-14,1.862,5.0,2
tt5053198,0.0,0.0,,ja,2015-09-16,0.6,0.0,0
tt5055280,0.0,0.0,,en,2016-11-27,0.848,0.0,0
tt5056154,19000.0,0.0,,en,2018-05-04,1.516,3.5,2
tt5056352,0.0,0.0,,en,2018-04-15,1.4,4.0,1
tt5056786,0.0,0.0,,en,2017-02-01,1.662,0.0,0
tt5056842,0.0,0.0,,en,2022-05-12,6.587,0.0,0
tt5057140,0.0,0.0,,en,2018-09-22,13.766,5.3,766
tt5057588,0.0,0.0,,en,2017-06-18,0.887,0.0,0
tt5057626,10000.0,0.0,,en,2016-02-27,0.717,2.5,4
tt5057746,210000.0,0.0,,bn,2019-06-28,1.203,7.0,2
tt5057904,0.0,0.0,,fr,2017-09-27,1.514,6.4,27
tt5057982,0.0,0.0,,zh,2015-09-25,2.155,6.8,15
tt5058014,0.0,0.0,,en,2016-09-09,3.415,7.9,13
tt5058114,0.0,0.0,,ko,2015-08-13,2.85,7.4,21
tt5058222,0.0,0.0,NR,en,2015-11-12,1.108,0.0,0
tt5058316,0.0,0.0,,en,2020-01-04,1.368,6.8,4
tt5058340,0.0,0.0,PG-13,ja,2016-10-29,15.953,6.4,109
tt5058998,0.0,0.0,,en,2017-04-01,0.879,10.0,1
tt5059406,0.0,0.0,,en,2016-09-10,10.735,4.4,466
tt5059690,0.0,0.0,,en,2021-03-14,2.418,0.0,0
tt5059782,0.0,0.0,,en,2016-10-14,3.709,4.5,19
tt5060166,0.0,0.0,,en,2018-02-05,2.691,4.0,21
tt5060872,0.0,0.0,,en,,0.6,0.0,0
tt5060966,175000.0,0.0,,en,2016-02-12,1.4,0.0,0
tt5061124,0.0,0.0,,ja,2015-09-26,1.588,0.0,0
tt5061126,0.0,0.0,,en,2015-11-17,4.437,7.0,18
tt5061162,0.0,0.0,,sk,2016-07-21,4.295,6.9,74
tt5061360,0.0,9242160.0,,fr,2017-12-20,9.059,7.4,362
tt5061570,0.0,0.0,,en,2015-04-16,2.56,6.0,8
tt5061582,0.0,0.0,,de,2017-10-12,1.385,6.6,7
tt5061814,0.0,0.0,,zh,2015-09-30,4.411,6.6,58
tt5062072,22000.0,0.0,R,en,2015-10-15,1.905,4.7,10
tt5062938,0.0,0.0,,da,2017-10-26,2.359,6.5,13
tt5065030,0.0,0.0,,en,2020-09-25,2.339,6.5,2
tt5065142,0.0,0.0,,en,2015-11-15,1.586,7.5,2
tt5065346,0.0,0.0,,es,2017-11-10,7.003,4.1,12
tt5065500,0.0,0.0,,en,2015-10-17,1.529,5.3,7
tt5065762,0.0,0.0,,es,2016-12-11,1.17,6.8,9
tt5065822,0.0,0.0,PG-13,en,2015-11-09,18.905,6.9,280
tt5066056,0.0,0.0,R,en,2017-09-15,6.759,5.4,60
tt5066432,0.0,0.0,,ko,2015-10-28,1.776,8.0,2
tt5066556,0.0,11083400.0,PG-13,ko,2015-12-16,8.751,7.7,147
tt5066598,0.0,1095350.0,,es,2017-01-20,3.066,4.4,48
tt5066616,1000000.0,0.0,G,en,2015-09-23,0.65,0.0,0
tt5066818,0.0,0.0,,en,2016-08-26,0.688,8.3,3
tt5067956,0.0,0.0,,fr,2019-11-06,0.729,4.0,4
tt5067958,0.0,0.0,,en,2017-09-15,2.236,5.6,12
tt5067984,0.0,0.0,,pt,2017-03-16,1.421,7.6,15
tt5068090,0.0,0.0,,ja,2016-09-10,1.115,7.6,7
tt5068162,0.0,0.0,,en,2019-03-14,3.965,6.6,36
tt5068574,0.0,0.0,,en,2015-09-17,1.968,8.8,4
tt5068650,65000.0,0.0,,en,2017-04-17,6.36,5.4,90
tt5068674,0.0,0.0,,de,2016-10-26,0.6,0.0,0
tt5068702,0.0,0.0,,pt,2016-06-02,0.907,4.0,2
tt5068712,0.0,0.0,,en,2017-02-24,5.438,6.3,17
tt5068720,0.0,0.0,,en,2015-03-09,0.6,0.0,0
tt5068754,0.0,0.0,,en,2016-03-12,1.977,5.0,3
tt5068864,0.0,0.0,,en,2016-09-21,0.6,0.0,0
tt5068902,0.0,0.0,,en,2018-03-30,0.6,0.0,0
tt5068938,0.0,0.0,PG,en,2016-08-05,1.864,6.3,4
tt5068968,0.0,0.0,NR,en,2016-04-21,0.667,7.0,2
tt5068972,0.0,0.0,,en,2017-01-01,0.6,10.0,2
tt5069012,0.0,0.0,,he,2016-11-24,0.618,6.1,9
tt5069022,2000.0,20000.0,,en,2016-06-04,1.4,0.0,0
tt5069064,0.0,0.0,,it,2016-10-07,0.6,0.0,0
tt5069072,0.0,0.0,,en,2017-09-07,2.255,0.0,0
tt5069074,0.0,0.0,,en,2016-05-11,3.803,8.1,14
tt5069078,0.0,0.0,,en,2017-01-01,0.6,2.0,1
tt5069086,0.0,0.0,,en,2016-11-12,1.936,5.4,9
tt5069088,0.0,0.0,,en,2015-10-24,0.6,0.0,0
tt5069090,0.0,0.0,,en,2016-07-15,2.16,6.0,3
tt5069092,0.0,0.0,,en,2020-08-25,3.335,8.5,4
tt5069098,0.0,0.0,,pt,2015-11-08,1.269,4.8,5
tt5069110,0.0,0.0,,en,2018-10-19,0.888,2.0,1
tt5069122,0.0,0.0,,en,,0.6,0.0,0
tt5069132,0.0,0.0,,en,2020-03-14,0.6,0.0,0
tt5069136,0.0,0.0,,en,2016-08-27,2.122,5.0,3
tt5069158,0.0,0.0,,en,2017-05-11,1.062,8.3,4
tt5069186,0.0,0.0,,en,2017-07-15,0.849,0.0,0
tt5069194,0.0,0.0,,en,2017-07-01,0.633,6.0,1
tt5069450,0.0,0.0,,zh,2010-10-01,1.534,3.7,3
tt5069996,0.0,0.0,,en,2016-06-21,0.6,0.0,0
tt5070062,0.0,0.0,,en,2022-02-25,4.045,6.0,2
tt5070262,0.0,0.0,,en,2017-09-30,3.487,6.1,4
tt5071886,18700000.0,74000000.0,,ta,2016-07-22,6.157,5.8,59
tt5072070,0.0,0.0,,fr,2017-01-25,0.6,0.0,0
tt5072350,0.0,0.0,,fi,2016-06-14,1.802,5.2,13
tt5072370,0.0,0.0,,en,2015-10-02,0.6,1.0,1
tt5072406,0.0,126463.0,,fr,2016-08-17,3.986,6.0,66
tt5072510,0.0,0.0,,en,2019-07-12,0.6,0.0,0
tt5072542,0.0,0.0,,fr,2016-01-27,2.634,6.5,47
tt5072612,0.0,0.0,,en,2018-01-01,2.215,6.8,6
tt5072852,0.0,0.0,,en,2017-09-14,2.365,5.1,13
tt5072958,0.0,0.0,,en,2016-04-09,0.84,0.0,0
tt5073020,0.0,0.0,,en,2016-04-07,3.775,6.4,21
tt5073612,0.0,0.0,,en,2016-09-09,1.4,0.0,0
tt5073620,0.0,33673.0,,en,2017-02-10,40.988,6.8,958
tt5073642,6000000.0,1023510.0,,en,2019-09-07,19.969,6.0,960
tt5073690,10000.0,0.0,,en,2016-02-17,1.4,4.0,3
tt5073746,0.0,0.0,PG-13,en,2015-12-11,4.119,5.7,12
tt5073756,1500000.0,0.0,,en,2016-11-09,1.551,5.3,7
tt5074182,0.0,0.0,,en,2015-09-19,0.966,0.0,0
tt5074352,10400000.0,311000000.0,PG,hi,2016-12-21,9.343,8.0,696
tt5074416,0.0,0.0,,ja,2015-12-19,0.826,7.0,1
tt5074602,0.0,0.0,,de,2016-05-21,0.6,0.0,0
tt5075328,0.0,0.0,,en,2015-10-04,0.791,7.0,4
tt5075572,0.0,0.0,NR,en,2015-10-01,0.6,8.0,1
tt5075662,0.0,0.0,,en,2019-02-08,8.445,4.5,71
tt5076118,0.0,0.0,,en,2018-05-08,0.601,0.0,0
tt5076150,0.0,0.0,,en,2018-06-12,2.547,5.8,9
tt5076160,0.0,0.0,,en,,0.6,0.0,0
tt5076504,0.0,0.0,,en,2021-08-24,0.707,0.0,0
tt5076792,0.0,0.0,R,en,2016-11-03,7.293,5.9,76
tt5077150,0.0,0.0,,en,2016-09-10,0.6,2.0,1
tt5077744,0.0,0.0,,es,2015-11-15,0.833,8.0,1
tt5077912,0.0,0.0,,zh,2016-04-15,0.6,0.0,0
tt5078100,0.0,0.0,,fr,2016-12-21,1.923,5.3,22
tt5078134,0.0,0.0,,fr,2016-11-23,12.297,5.3,53
tt5078158,0.0,0.0,,fr,2016-07-13,4.022,5.0,52
tt5078188,0.0,0.0,,zh,2015-11-17,8.49,5.9,53
tt5078202,0.0,0.0,,fr,2017-01-18,1.4,4.0,11
tt5078204,0.0,1447740.0,,fr,2016-12-07,16.123,7.7,2704
tt5078214,0.0,4971430.0,,fr,2016-09-14,7.291,5.8,360
tt5078220,0.0,0.0,,en,2018-11-23,0.6,0.0,0
tt5078274,0.0,0.0,,fr,2016-10-05,4.051,6.4,75
tt5078326,0.0,0.0,,fr,2016-03-23,4.664,6.2,185
tt5078330,0.0,0.0,,da,2016-11-03,1.617,4.3,13
tt5078354,0.0,0.0,R,fr,2016-09-21,4.127,5.9,104
tt5078372,0.0,0.0,,fr,2016-06-29,1.443,4.6,7
tt5078390,0.0,0.0,,it,2015-02-19,0.693,3.7,9
tt5078450,0.0,0.0,,es,2015-09-26,0.703,5.0,2
tt5078618,15000.0,0.0,,en,2018-10-08,0.712,4.3,3
tt5078656,500000.0,0.0,,en,2017-05-19,1.845,9.0,3
tt5078852,183210.0,53478.0,R,en,2021-06-24,8.755,6.1,74
tt5078858,0.0,0.0,,en,2016-04-25,0.6,6.0,1
tt5078886,0.0,0.0,,en,2017-10-31,3.104,6.0,11
tt5079362,0.0,0.0,,en,2020-01-10,2.306,5.2,5
tt5079382,0.0,0.0,,en,2015-10-01,4.424,6.5,20
tt5079452,0.0,0.0,,en,2017-03-12,1.4,6.0,4
tt5079750,0.0,0.0,,en,2015-01-01,0.6,5.0,2
tt5080046,0.0,0.0,PG,en,2021-03-29,2.737,5.6,10
tt5080074,76000.0,0.0,,fr,2015-10-21,0.6,5.2,5
tt5080076,30000000.0,0.0,,en,2014-11-12,1.467,0.0,0
tt5080356,0.0,0.0,,fr,2016-11-09,2.151,5.7,21
tt5080556,77000000.0,114629000.0,NR,ta,2018-11-29,6.803,6.1,104
tt5080804,0.0,0.0,,en,2015-10-21,3.154,5.1,19
tt5080908,0.0,0.0,,no,2020-09-04,0.628,0.0,0
tt5081304,0.0,0.0,,en,2017-10-08,2.179,5.3,3
tt5081606,0.0,0.0,,en,2017-04-01,2.653,5.4,25
tt5081618,0.0,0.0,,en,2015-10-16,1.4,0.0,0
tt5081702,0.0,0.0,,en,2017-09-05,1.4,2.0,2
tt5082014,1900000.0,5900000.0,,ml,2015-12-24,5.083,7.4,60
tt5082580,0.0,0.0,,en,2014-10-05,0.6,6.0,2
tt5082740,0.0,0.0,,ja,2015-10-17,0.6,0.0,0
tt5082814,0.0,0.0,,ko,2015-09-10,1.156,5.0,2
tt5082824,0.0,0.0,,en,2009-03-29,1.372,1.0,1
tt5083366,0.0,0.0,,en,2017-01-01,2.48,7.5,4
tt5083486,0.0,0.0,,ru,2014-03-03,0.84,0.0,0
tt5083702,0.0,0.0,,en,2015-10-15,5.837,7.5,114
tt5083736,0.0,0.0,,en,2016-06-09,4.377,3.7,10
tt5083738,15000000.0,95918700.0,R,en,2018-11-23,14.403,7.6,4385
tt5084170,0.0,150532.0,R,ja,2017-04-29,13.261,6.5,405
tt5084196,0.0,0.0,R,ja,2016-08-19,38.096,8.1,136
tt5084198,0.0,0.0,R,ja,2017-01-06,46.972,8.1,142
tt5084204,0.0,0.0,,en,2016-04-25,1.391,5.3,6
tt5084388,0.0,0.0,,th,2015-10-01,2.809,6.7,20
tt5085082,0.0,0.0,,en,2013-01-15,0.844,0.0,0
tt5085522,0.0,0.0,R,en,2018-03-08,13.516,5.7,264
tt5085588,0.0,0.0,,ro,2017-04-21,0.6,5.0,6
tt5085766,0.0,0.0,,en,2015-01-01,0.6,0.0,0
tt5085924,0.0,0.0,R,en,2018-04-13,13.534,5.5,281
tt5086046,0.0,0.0,,en,2017-05-09,2.913,0.0,0
tt5086104,18.0,0.0,,gu,2015-11-20,0.817,7.6,5
tt5086198,0.0,0.0,,en,2016-06-08,2.235,6.0,2
tt5086308,0.0,0.0,,en,2018-04-03,1.007,2.9,4
tt5086336,40000.0,0.0,,en,2017-03-04,0.6,0.0,0
tt5086384,0.0,0.0,,en,2017-11-28,1.4,4.0,3
tt5086438,0.0,0.0,G,en,2015-11-01,2.795,7.1,9
tt5086446,0.0,0.0,,de,2016-11-12,0.947,4.0,4
tt5086760,0.0,0.0,,en,2016-03-03,0.6,9.0,1
tt5086770,0.0,0.0,,en,2018-01-01,0.6,6.0,1
tt5086772,0.0,0.0,,en,2017-07-14,1.784,5.0,2
tt5086776,0.0,0.0,,en,2016-01-22,2.711,7.4,5
tt5087420,1000.0,0.0,,en,2015-01-01,1.4,0.0,0
tt5087564,0.0,0.0,,en,2019-03-22,2.449,5.4,8
tt5087914,0.0,0.0,,en,2017-04-13,1.04,6.0,1
tt5088528,0.0,0.0,,en,2020-11-18,3.601,4.0,2
tt5088794,0.0,0.0,,ro,2016-09-28,1.91,6.2,23
tt5088906,0.0,0.0,,en,2019-06-22,0.971,5.5,2
tt5089018,0.0,0.0,,af,2016-03-11,1.4,0.0,0
tt5089068,0.0,0.0,,de,2018-02-15,5.934,5.7,85
tt5089534,0.0,0.0,,en,2018-01-12,7.518,7.2,96
tt5089740,0.0,0.0,,en,2015-10-04,1.759,4.5,2
tt5089786,0.0,0.0,,es,2016-11-04,11.638,7.5,229
tt5089922,0.0,0.0,,es,2016-10-17,0.837,5.7,13
tt5089932,0.0,0.0,,en,2018-03-15,1.381,8.0,1
tt5090094,0.0,0.0,,en,2018-01-01,0.6,0.0,0
tt5090136,0.0,0.0,,ml,2014-12-12,0.679,0.0,0
tt5090230,0.0,0.0,,en,2015-08-11,0.6,0.0,0
tt5090404,0.0,0.0,,en,2015-07-14,1.253,8.0,2
tt5090636,0.0,0.0,,en,2015-07-21,2.531,6.0,1
tt5090710,0.0,0.0,,en,2016-10-31,1.098,0.0,0
tt5090970,0.0,0.0,,en,,0.6,0.0,0
tt5091014,0.0,0.0,PG-13,en,2017-03-02,11.822,6.6,67
tt5091108,2000000.0,182710.0,,ru,2017-03-23,3.857,5.5,11
tt5091530,0.0,0.0,NR,en,2017-03-13,7.754,6.3,121
tt5091612,21400000.0,10899000.0,,fr,2017-01-18,10.475,7.9,715
tt5091888,5.0,0.0,,en,2015-11-07,0.714,2.0,2
tt5092172,0.0,0.0,,en,2015-09-03,4.292,0.0,0
tt5092272,0.0,0.0,,ja,2016-04-01,1.176,7.0,1
tt5092380,13749400.0,2842040.0,,fr,2018-04-04,18.528,6.3,646
tt5092396,0.0,0.0,,it,2016-04-21,0.84,6.3,3
tt5092484,0.0,0.0,R,en,2020-03-06,4.869,6.0,62
tt5092708,0.0,0.0,,en,2016-04-15,2.296,5.3,6
tt5093026,0.0,10060900.0,,en,2017-09-07,23.763,7.4,1484
tt5093098,0.0,0.0,,zh,2011-09-20,1.322,6.6,4
tt5093414,0.0,0.0,,en,2015-10-12,0.6,0.0,0
tt5093508,0.0,0.0,,en,2015-09-01,0.6,0.0,0
tt5093668,0.0,0.0,PG-13,en,2016-01-01,0.6,0.0,0
tt5093754,0.0,0.0,,ko,2016-01-21,2.376,8.5,18
tt5093974,0.0,0.0,,ja,2015-02-01,0.739,4.8,2
tt5093984,0.0,0.0,,da,2017-07-06,0.6,6.0,1
tt5094040,0.0,0.0,,en,2017-07-11,1.379,10.0,1
tt5094192,0.0,0.0,,tl,2018-09-05,4.683,7.0,20
tt5094390,0.0,0.0,,en,2015-05-14,1.665,7.0,3
tt5094748,0.0,0.0,,en,2016-11-20,0.6,0.0,0
tt5094990,0.0,0.0,,en,2015-10-01,0.84,6.5,2
tt5095010,0.0,0.0,,es,2016-03-11,0.844,5.3,7
tt5095028,0.0,0.0,,en,2015-10-09,0.669,6.0,1
tt5095030,140000000.0,622674000.0,PG-13,en,2018-07-04,63.718,7.0,11132
tt5095208,0.0,0.0,NR,en,2016-03-22,2.46,3.2,12
tt5095552,0.0,0.0,,en,2015-12-21,0.927,0.0,0
tt5095770,0.0,0.0,,fr,2016-02-18,1.606,4.5,6
tt5095798,0.0,0.0,,en,2016-01-25,2.652,0.0,0
tt5095830,0.0,0.0,NR,en,2018-10-28,1.4,5.0,1
tt5096246,0.0,0.0,,en,2019-06-18,1.927,5.0,5
tt5096470,0.0,0.0,,en,2020-04-10,11.869,5.7,609
tt5096478,0.0,0.0,,es,2019-10-04,1.79,6.0,2
tt5096536,10000000.0,3176.0,,fr,2016-11-01,6.183,6.4,181
tt5096600,0.0,0.0,,fr,2016-10-04,2.537,5.4,16
tt5096628,0.0,0.0,,fr,2016-04-27,5.539,7.0,81
tt5096726,0.0,0.0,,en,2016-10-31,1.749,2.9,9
tt5096846,0.0,13638.0,,en,2018-02-16,4.465,5.9,27
tt5096920,650000.0,0.0,,cn,2015-10-29,0.798,4.0,9
tt5096928,0.0,0.0,NR,en,2019-02-02,1.302,5.0,3
tt5097070,0.0,0.0,,en,2016-09-16,6.362,7.5,54
tt5097282,0.0,0.0,,de,2015-11-04,0.6,0.0,0
tt5097398,0.0,0.0,,fr,2016-07-01,2.909,5.8,13
