title,author,scipt date,script type,movie url,script url
"Invention of Lying, The","Ricky Gervais,Matthew Robinson",2007-06,Draft,https://imsdb.com/Movie%20Scripts/Invention%20of%20Lying%2C%20The%20Script.html,"https://imsdb.com/scripts/Invention-of-Lying,-The.html"
Invictus,Anthony Peckham,2007-05,Second draft,https://imsdb.com/Movie%20Scripts/Invictus%20Script.html,https://imsdb.com/scripts/Invictus.html
"Iron Lady, The",Abi Morgan,Undated,Draft,https://imsdb.com/Movie%20Scripts/Iron%20Lady%2C%20The%20Script.html,"https://imsdb.com/scripts/Iron-Lady,-The.html"
"Island, The",Caspian Tredwell-Owen,2004-01,Draft,https://imsdb.com/Movie%20Scripts/Island%2C%20The%20Script.html,"https://imsdb.com/scripts/Island,-The.html"
It,"Chase Palmer,Cary Fukunaga",2014-03,Studio draft,https://imsdb.com/Movie%20Scripts/It%20Script.html,https://imsdb.com/scripts/It.html
It Happened One Night,"Samuel Hopkins Adams,Robert Riskin",Undated,Draft,https://imsdb.com/Movie%20Scripts/It%20Happened%20One%20Night%20Script.html,https://imsdb.com/scripts/It-Happened-One-Night.html
It Happened One Night,"Samuel Hopkins Adams,Robert Riskin",Undated,Final draft,https://imsdb.com/Movie%20Scripts/It%20Happened%20One%20Night%20Script.html,https://imsdb.com/scripts/It-Happened-One-Night.html
It's a Wonderful Life,"Frank Capra,Frances Goodrich,Albert Hackett,Jo Swerling",Undated,Draft,https://imsdb.com/Movie%20Scripts/It%27s%20a%20Wonderful%20Life%20Script.html,https://imsdb.com/scripts/It's-a-Wonderful-Life.html
It's Complicated,Nancy Meyers,Undated,Draft,https://imsdb.com/Movie%20Scripts/It%27s%20Complicated%20Script.html,https://imsdb.com/scripts/It's-Complicated.html
"Italian Job, The","Donna Powers,Wayne Powers,Troy Kennedy-Martin",2001-12,Draft,https://imsdb.com/Movie%20Scripts/Italian%20Job%2C%20The%20Script.html,"https://imsdb.com/scripts/Italian-Job,-The.html"
"Jacket, The","Marc Rocco,Tom Bleecker,Massy Tadjedin",2003-04,Draft,https://imsdb.com/Movie%20Scripts/Jacket%2C%20The%20Script.html,"https://imsdb.com/scripts/Jacket,-The.html"
Jackie Brown,Quentin Tarantino,1997-03,Draft,https://imsdb.com/Movie%20Scripts/Jackie%20Brown%20Script.html,https://imsdb.com/scripts/Jackie-Brown.html
Jacob's Ladder,Bruce Joel Rubin,Undated,Draft,https://imsdb.com/Movie%20Scripts/Jacob%27s%20Ladder%20Script.html,https://imsdb.com/scripts/Jacob's-Ladder.html
Jade,Joe Eszterhas,1994-05,Draft,https://imsdb.com/Movie%20Scripts/Jade%20Script.html,https://imsdb.com/scripts/Jade.html
Jane Eyre,Moira Buffini,2008-03,Second draft,https://imsdb.com/Movie%20Scripts/Jane%20Eyre%20Script.html,https://imsdb.com/scripts/Jane-Eyre.html
Jason X,Todd Farmer,Undated,Draft,https://imsdb.com/Movie%20Scripts/Jason%20X%20Script.html,https://imsdb.com/scripts/Jason-X.html
Jaws,"Peter Benchley,Carl Gottlieb",1975,Draft,https://imsdb.com/Movie%20Scripts/Jaws%20Script.html,https://imsdb.com/scripts/Jaws.html
Jaws 2,"Carl Gottlieb,Howard Sackler",1978,Draft,https://imsdb.com/Movie%20Scripts/Jaws%202%20Script.html,https://imsdb.com/scripts/Jaws-2.html
Jay and Silent Bob Strike Back,Kevin Smith,2001,Draft,https://imsdb.com/Movie%20Scripts/Jay%20and%20Silent%20Bob%20Strike%20Back%20Script.html,https://imsdb.com/scripts/Jay-and-Silent-Bob-Strike-Back.html
Jennifer Eight,Bruce Robinson,1991-06,Draft,https://imsdb.com/Movie%20Scripts/Jennifer%20Eight%20Script.html,https://imsdb.com/scripts/Jennifer-Eight.html
Jennifer's Body,Diablo Cody,2007-09,Draft,https://imsdb.com/Movie%20Scripts/Jennifer%27s%20Body%20Script.html,https://imsdb.com/scripts/Jennifer's-Body.html
Jerry Maguire,Cameron Crowe,Undated,Draft,https://imsdb.com/Movie%20Scripts/Jerry%20Maguire%20Script.html,https://imsdb.com/scripts/Jerry-Maguire.html
Jeux Interdits,"Jean Aurenche,Pierre Bost,François Boyer,René Clément",Undated,Draft,https://imsdb.com/Movie%20Scripts/Jeux%20Interdits%20Script.html,https://imsdb.com/scripts/Jeux-Interdits.html
JFK,"Jim Marrs,Jim Garrison,Oliver Stone,Zachary Sklar",1991,Draft,https://imsdb.com/Movie%20Scripts/JFK%20Script.html,https://imsdb.com/scripts/JFK.html
Jimmy and Judy,"Randall Rubin,Jon Schroder",2004-08,Draft,https://imsdb.com/Movie%20Scripts/Jimmy%20and%20Judy%20Script.html,https://imsdb.com/scripts/Jimmy-and-Judy.html
John Q,James Kearns,Undated,Draft,https://imsdb.com/Movie%20Scripts/John%20Q%20Script.html,https://imsdb.com/scripts/John-Q.html
John Wick,Derek Kolstad,Undated,Draft,https://imsdb.com/Movie%20Scripts/John%20Wick%20Script.html,https://imsdb.com/scripts/John-Wick.html
Joker,"Todd Phillips,Scott Silver",2018-04,Early Draft,https://imsdb.com/Movie%20Scripts/Joker%20Script.html,https://imsdb.com/scripts/Joker.html
Judge Dredd,Steven E. de Souza,1994-03,Second draft,https://imsdb.com/Movie%20Scripts/Judge%20Dredd%20Script.html,https://imsdb.com/scripts/Judge-Dredd.html
Juno,Diablo Cody,2007-02,Draft,https://imsdb.com/Movie%20Scripts/Juno%20Script.html,https://imsdb.com/scripts/Juno.html
Jurassic Park,David Koepp,1992-12,Draft,https://imsdb.com/Movie%20Scripts/Jurassic%20Park%20Script.html,https://imsdb.com/scripts/Jurassic-Park.html
Jurassic Park III,"Peter Buchman,Alexander Payne,John August,Jim Taylor",Undated,Draft,https://imsdb.com/Movie%20Scripts/Jurassic%20Park%20III%20Script.html,https://imsdb.com/scripts/Jurassic-Park-III.html
Jurassic Park: The Lost World,David Koepp,Undated,Draft,https://imsdb.com/Movie%20Scripts/Jurassic%20Park%3A%20The%20Lost%20World%20Script.html,https://imsdb.com/scripts/Jurassic-Park:-The-Lost-World.html
Kafka,Lem Dobbs,Undated,Draft,https://imsdb.com/Movie%20Scripts/Kafka%20Script.html,https://imsdb.com/scripts/Kafka.html
Kalifornia,Tim Metcalfe,Undated,Draft,https://imsdb.com/Movie%20Scripts/Kalifornia%20Script.html,https://imsdb.com/scripts/Kalifornia.html
Kate & Leopold,"James Mangold,Steven Rogers",2001-12,Draft,https://imsdb.com/Movie%20Scripts/Kate%20%26%20Leopold%20Script.html,https://imsdb.com/scripts/Kate-&-Leopold.html
Kids,"Larry Clark,Harmony Korine",Undated,Draft,https://imsdb.com/Movie%20Scripts/Kids%20Script.html,https://imsdb.com/scripts/Kids.html
"Kids Are All Right, The","Lisa Cholodenko,Stuart Blumberg",2009-08,Draft,https://imsdb.com/Movie%20Scripts/Kids%20Are%20All%20Right%2C%20The%20Script.html,"https://imsdb.com/scripts/Kids-Are-All-Right,-The.html"
Kill Bill Volume 1 & 2,Quentin Tarantino,Undated,Draft,https://imsdb.com/Movie%20Scripts/Kill%20Bill%20Volume%201%20%26%202%20Script.html,https://imsdb.com/scripts/Kill-Bill-Volume-1-&-2.html
Kill Your Darlings,"John Krokidas,Austin Bunn",Undated,Shooting script,https://imsdb.com/Movie%20Scripts/Kill%20Your%20Darlings%20Script.html,https://imsdb.com/scripts/Kill-Your-Darlings.html
Killing Zoe,Roger Avary,Undated,Draft,https://imsdb.com/Movie%20Scripts/Killing%20Zoe%20Script.html,https://imsdb.com/scripts/Killing-Zoe.html
King Kong,"Fran Walsh,Philippa Boyens,Peter Jackson",Undated,Draft,https://imsdb.com/Movie%20Scripts/King%20Kong%20Script.html,https://imsdb.com/scripts/King-Kong.html
"King of Comedy, The",Paul D. Zimmerman,1976-12,Draft,https://imsdb.com/Movie%20Scripts/King%20of%20Comedy%2C%20The%20Script.html,"https://imsdb.com/scripts/King-of-Comedy,-The.html"
"King's Speech, The",David Seidler,Undated,Draft,https://imsdb.com/Movie%20Scripts/King%27s%20Speech%2C%20The%20Script.html,"https://imsdb.com/scripts/King's-Speech,-The.html"
"Kingdom, The",Matthew Michael Carnahan,2006-08,Draft,https://imsdb.com/Movie%20Scripts/Kingdom%2C%20The%20Script.html,"https://imsdb.com/scripts/Kingdom,-The.html"
Kiss of the Spider Woman,Leonard Schrader,1982-10,Draft,https://imsdb.com/Movie%20Scripts/Kiss%20of%20the%20Spider%20Woman%20Script.html,https://imsdb.com/scripts/Kiss-of-the-Spider-Woman.html
Klute,"Andy Lewis,David Lewis",Undated,Draft,https://imsdb.com/Movie%20Scripts/Klute%20Script.html,https://imsdb.com/scripts/Klute.html
Knocked Up,Judd Apatow,Undated,Draft,https://imsdb.com/Movie%20Scripts/Knocked%20Up%20Script.html,https://imsdb.com/scripts/Knocked-Up.html
Kramer vs Kramer,Robert Benton,1979,Draft,https://imsdb.com/Movie%20Scripts/Kramer%20vs%20Kramer%20Script.html,https://imsdb.com/scripts/Kramer-vs-Kramer.html
Kundun,Melissa Mathison,1992-10,Draft,https://imsdb.com/Movie%20Scripts/Kundun%20Script.html,https://imsdb.com/scripts/Kundun.html
Kung Fu Panda,"Jonathan Aibel,Glenn Berger",Undated,Final draft,https://imsdb.com/Movie%20Scripts/Kung%20Fu%20Panda%20Script.html,https://imsdb.com/scripts/Kung-Fu-Panda.html
L.A. Confidential,Brian Helgeland,1995-11,Draft,https://imsdb.com/Movie%20Scripts/L.A.%20Confidential%20Script.html,https://imsdb.com/scripts/L.A.-Confidential.html
La La Land,Damien Chazelle,Undated,Draft,https://imsdb.com/Movie%20Scripts/La%20La%20Land%20Script.html,https://imsdb.com/scripts/La-La-Land.html
Labor of Love,M. Night Shyamalan,Undated,Draft,https://imsdb.com/Movie%20Scripts/Labor%20of%20Love%20Script.html,https://imsdb.com/scripts/Labor-of-Love.html
Labyrinth,"Dennis Lee,Jim Henson,Terry Jones,Elaine May",1986,Draft,https://imsdb.com/Movie%20Scripts/Labyrinth%20Script.html,https://imsdb.com/scripts/Labyrinth.html
"Ladykillers, The","William Rose,Joel Coen,Ethan Coen",Undated,Draft,https://imsdb.com/Movie%20Scripts/Ladykillers%2C%20The%20Script.html,"https://imsdb.com/scripts/Ladykillers,-The.html"
Lake Placid,David E Kelley,1998-05,Draft,https://imsdb.com/Movie%20Scripts/Lake%20Placid%20Script.html,https://imsdb.com/scripts/Lake-Placid.html
Land of the Dead,George A. Romero,2004-08,Draft,https://imsdb.com/Movie%20Scripts/Land%20of%20the%20Dead%20Script.html,https://imsdb.com/scripts/Land-of-the-Dead.html
Larry Crowne,Tom Hanks,2009-11,Draft,https://imsdb.com/Movie%20Scripts/Larry%20Crowne%20Script.html,https://imsdb.com/scripts/Larry-Crowne.html
"Last Boy Scout, The",Shane Black,Undated,Draft,https://imsdb.com/Movie%20Scripts/Last%20Boy%20Scout%2C%20The%20Script.html,"https://imsdb.com/scripts/Last-Boy-Scout,-The.html"
Last Chance Harvey,Joel Hopkins,Undated,Draft,https://imsdb.com/Movie%20Scripts/Last%20Chance%20Harvey%20Script.html,https://imsdb.com/scripts/Last-Chance-Harvey.html
"Last Flight, The",John Monk Saunders,Undated,Draft,https://imsdb.com/Movie%20Scripts/Last%20Flight%2C%20The%20Script.html,"https://imsdb.com/scripts/Last-Flight,-The.html"
"Last of the Mohicans, The","Michael Mann,Christopher Crowe",Undated,Draft,https://imsdb.com/Movie%20Scripts/Last%20of%20the%20Mohicans%2C%20The%20Script.html,"https://imsdb.com/scripts/Last-of-the-Mohicans,-The.html"
"Last Samurai, The","John Logan,Edward Zwick,Marshall Herskovitz",Undated,Draft,https://imsdb.com/Movie%20Scripts/Last%20Samurai%2C%20The%20Script.html,"https://imsdb.com/scripts/Last-Samurai,-The.html"
"Last Station, The","Michael Hoffman,Jan Parini",Undated,Draft,https://imsdb.com/Movie%20Scripts/Last%20Station%2C%20The%20Script.html,"https://imsdb.com/scripts/Last-Station,-The.html"
Last Tango in Paris,"Bernardo Bertolucci,Franco Arcalli",Undated,Final shooting script,https://imsdb.com/Movie%20Scripts/Last%20Tango%20in%20Paris%20Script.html,https://imsdb.com/scripts/Last-Tango-in-Paris.html
Law Abiding Citizen,"Frank Darabont,Kurt Wimmer",2008-09,Draft,https://imsdb.com/Movie%20Scripts/Law%20Abiding%20Citizen%20Script.html,https://imsdb.com/scripts/Law-Abiding-Citizen.html
Le Diable par la Queue,"Daniel Boulanger,Claude Sautet",Undated,Draft,https://imsdb.com/Movie%20Scripts/Le%20Diable%20par%20la%20Queue%20Script.html,https://imsdb.com/scripts/Le-Diable-par-la-Queue.html
Leaving Las Vegas,"Mike Figgis,John O'Brian",1994-09,Draft,https://imsdb.com/Movie%20Scripts/Leaving%20Las%20Vegas%20Script.html,https://imsdb.com/scripts/Leaving-Las-Vegas.html
Legally Blonde,"Karen McCullah Lutz,Kirsten Smith",2000-07,Draft,https://imsdb.com/Movie%20Scripts/Legally%20Blonde%20Script.html,https://imsdb.com/scripts/Legally-Blonde.html
Legend,William Hjortsberg,1984-03,Draft,https://imsdb.com/Movie%20Scripts/Legend%20Script.html,https://imsdb.com/scripts/Legend.html
Legion,"Peter Schink,Scott Stewart",2007-10,Final draft,https://imsdb.com/Movie%20Scripts/Legion%20Script.html,https://imsdb.com/scripts/Legion.html
"LEGO Movie, The","Chris Miller,Phil Lord",Undated,Draft,https://imsdb.com/Movie%20Scripts/LEGO%20Movie%2C%20The%20Script.html,"https://imsdb.com/scripts/LEGO-Movie,-The.html"
Les Miserables,"William Nicholson,Alain Boublil,Claude- Michel Schonberg,Herbert Kretzmer",2012-05,Draft,https://imsdb.com/Movie%20Scripts/Les%20Miserables%20Script.html,https://imsdb.com/scripts/Les-Miserables.html
Les Tontons Flingueurs,"Michel Audiard,Georges Lautner,Albert Simonin",Undated,Draft,https://imsdb.com/Movie%20Scripts/Les%20Tontons%20Flingueurs%20Script.html,https://imsdb.com/scripts/Les-Tontons-Flingueurs.html
Lethal Weapon,Shane Black,Undated,Draft,https://imsdb.com/Movie%20Scripts/Lethal%20Weapon%20Script.html,https://imsdb.com/scripts/Lethal-Weapon.html
Lethal Weapon 4,"Channing Gibson,Jonathan Lemkin,Alfred Gough,Miles Millar",1998-05,Draft,https://imsdb.com/Movie%20Scripts/Lethal%20Weapon%204%20Script.html,https://imsdb.com/scripts/Lethal-Weapon-4.html
Leviathan,"David Peoples,Jeb Stuart",1987-09,Draft,https://imsdb.com/Movie%20Scripts/Leviathan%20Script.html,https://imsdb.com/scripts/Leviathan.html
Liar Liar,"Tom Shadyac,Mike Binder",1996-04,Rough draft,https://imsdb.com/Movie%20Scripts/Liar%20Liar%20Script.html,https://imsdb.com/scripts/Liar-Liar.html
Life,"Robert Ramsey,Matthew Stone",Undated,Shooting draft,https://imsdb.com/Movie%20Scripts/Life%20Script.html,https://imsdb.com/scripts/Life.html
Life As A House,Mark Andrus,Undated,Draft,https://imsdb.com/Movie%20Scripts/Life%20As%20A%20House%20Script.html,https://imsdb.com/scripts/Life-As-A-House.html
"Life of David Gale, The",Charles Randolph,1998-03,First draft,https://imsdb.com/Movie%20Scripts/Life%20of%20David%20Gale%2C%20The%20Script.html,"https://imsdb.com/scripts/Life-of-David-Gale,-The.html"
Life of Pi,"David Magee,Yann Martel",Undated,Draft,https://imsdb.com/Movie%20Scripts/Life%20of%20Pi%20Script.html,https://imsdb.com/scripts/Life-of-Pi.html
Light Sleeper,Paul Schrader,Undated,Shooting draft,https://imsdb.com/Movie%20Scripts/Light%20Sleeper%20Script.html,https://imsdb.com/scripts/Light-Sleeper.html
"Limey, The",Lem Dobbs,1998-08,Draft,https://imsdb.com/Movie%20Scripts/Limey%2C%20The%20Script.html,"https://imsdb.com/scripts/Limey,-The.html"
Limitless,Leslie Dixon,2009-12,Draft,https://imsdb.com/Movie%20Scripts/Limitless%20Script.html,https://imsdb.com/scripts/Limitless.html
Lincoln,Tony Kushner,2011-12,Final shooting script,https://imsdb.com/Movie%20Scripts/Lincoln%20Script.html,https://imsdb.com/scripts/Lincoln.html
"Lincoln Lawyer, The","John Romano,Michael Connelly",2006-07,Draft,https://imsdb.com/Movie%20Scripts/Lincoln%20Lawyer%2C%20The%20Script.html,"https://imsdb.com/scripts/Lincoln-Lawyer,-The.html"
"Lion King, The","Irene Mecchi,Jonathan Roberts",1993-08,Draft,https://imsdb.com/Movie%20Scripts/Lion%20King%2C%20The%20Script.html,"https://imsdb.com/scripts/Lion-King,-The.html"
Little Athens,"Jeff Zuber,Tom Zuber",2004-03,Draft,https://imsdb.com/Movie%20Scripts/Little%20Athens%20Script.html,https://imsdb.com/scripts/Little-Athens.html
Little Men,"Ira Sachs,Mauricio Zacharias",2015-07,Draft,https://imsdb.com/Movie%20Scripts/Little%20Men%20Script.html,https://imsdb.com/scripts/Little-Men.html
"Little Mermaid, The","Roger Allers,Hans Christian Andersen,Howard Ashman,Ron Clements,John Musker",1989,Transcript,https://imsdb.com/Movie%20Scripts/Little%20Mermaid%2C%20The%20Script.html,"https://imsdb.com/scripts/Little-Mermaid,-The.html"
Little Nicky,"Tim Herlihy,Adam Sandler,Steven Brill",Undated,Draft,https://imsdb.com/Movie%20Scripts/Little%20Nicky%20Script.html,https://imsdb.com/scripts/Little-Nicky.html
Living in Oblivion,Tom DiCillo,Undated,Shooting draft,https://imsdb.com/Movie%20Scripts/Living%20in%20Oblivion%20Script.html,https://imsdb.com/scripts/Living-in-Oblivion.html
"Lock, Stock and Two Smoking Barrels",Guy Ritchie,1998,Draft,https://imsdb.com/Movie%20Scripts/Lock%2C%20Stock%20and%20Two%20Smoking%20Barrels%20Script.html,"https://imsdb.com/scripts/Lock,-Stock-and-Two-Smoking-Barrels.html"
Logan,"Scott Frank,James Mangold,Michael Green",2016-08,Final shooting draft,https://imsdb.com/Movie%20Scripts/Logan%20Script.html,https://imsdb.com/scripts/Logan.html
Logan's Run,David Zelgan Goodman,1975-04,Draft,https://imsdb.com/Movie%20Scripts/Logan%27s%20Run%20Script.html,https://imsdb.com/scripts/Logan's-Run.html
Lone Star,John Sayles,Undated,Draft,https://imsdb.com/Movie%20Scripts/Lone%20Star%20Script.html,https://imsdb.com/scripts/Lone-Star.html
"Long Kiss Goodnight, The",Shane Black,1996,Draft,https://imsdb.com/Movie%20Scripts/Long%20Kiss%20Goodnight%2C%20The%20Script.html,"https://imsdb.com/scripts/Long-Kiss-Goodnight,-The.html"
Looper,Rian Johnson,Undated,Production draft,https://imsdb.com/Movie%20Scripts/Looper%20Script.html,https://imsdb.com/scripts/Looper.html
Lord of Illusions,Clive Barker,1994-02,Draft,https://imsdb.com/Movie%20Scripts/Lord%20of%20Illusions%20Script.html,https://imsdb.com/scripts/Lord-of-Illusions.html
"Lord of the Rings: Fellowship of the Ring, The","Frances Walsh,Philippa Boyens,Peter Jackson",Undated,Draft,https://imsdb.com/Movie%20Scripts/Lord%20of%20the%20Rings%3A%20Fellowship%20of%20the%20Ring%2C%20The%20Script.html,"https://imsdb.com/scripts/Lord-of-the-Rings:-Fellowship-of-the-Ring,-The.html"
Lord of the Rings: Return of the King,"Peter Jackson,Fran Walsh,Philippa Boyens",2003-10,Draft,https://imsdb.com/Movie%20Scripts/Lord%20of%20the%20Rings%3A%20Return%20of%20the%20King%20Script.html,https://imsdb.com/scripts/Lord-of-the-Rings:-Return-of-the-King.html
Lord of the Rings: The Two Towers,"Peter Jackson,Fran Walsh,Philippa Boyens",Undated,Transcript,https://imsdb.com/Movie%20Scripts/Lord%20of%20the%20Rings%3A%20The%20Two%20Towers%20Script.html,https://imsdb.com/scripts/Lord-of-the-Rings:-The-Two-Towers.html
Lord of War,Andrew Niccol,Undated,Draft,https://imsdb.com/Movie%20Scripts/Lord%20of%20War%20Script.html,https://imsdb.com/scripts/Lord-of-War.html
"Losers, The","Peter Berg,James Vanderbilt",2007-02,Draft,https://imsdb.com/Movie%20Scripts/Losers%2C%20The%20Script.html,"https://imsdb.com/scripts/Losers,-The.html"
Lost Highway,"David Lynch,Barry Gifford",1995-06,Draft,https://imsdb.com/Movie%20Scripts/Lost%20Highway%20Script.html,https://imsdb.com/scripts/Lost-Highway.html
Lost Horizon,"James Hilton,Robert Riskin",1936-03,Draft,https://imsdb.com/Movie%20Scripts/Lost%20Horizon%20Script.html,https://imsdb.com/scripts/Lost-Horizon.html
Lost in Space,"Irwin Allen,Akiva Goldsman",1998,Draft,https://imsdb.com/Movie%20Scripts/Lost%20in%20Space%20Script.html,https://imsdb.com/scripts/Lost-in-Space.html
Lost in Translation,Sofia Coppola,2002-09,Shooting draft,https://imsdb.com/Movie%20Scripts/Lost%20in%20Translation%20Script.html,https://imsdb.com/scripts/Lost-in-Translation.html
Love and Basketball,Gina Prince-Bythewood,Undated,Draft,https://imsdb.com/Movie%20Scripts/Love%20and%20Basketball%20Script.html,https://imsdb.com/scripts/Love-and-Basketball.html
Machete,Robert Rodriguez,Undated,Draft,https://imsdb.com/Movie%20Scripts/Machete%20Script.html,https://imsdb.com/scripts/Machete.html
Machine Gun Preacher,Jason Keller,2010-09,Shooting draft,https://imsdb.com/Movie%20Scripts/Machine%20Gun%20Preacher%20Script.html,https://imsdb.com/scripts/Machine-Gun-Preacher.html
Mad Max 2: The Road Warrior,"Terry Hayes,George Miller,Brian Hannant",1981-04,Draft,https://imsdb.com/Movie%20Scripts/Mad%20Max%202%3A%20The%20Road%20Warrior%20Script.html,https://imsdb.com/scripts/Mad-Max-2:-The-Road-Warrior.html
Made,Jon Favreau,Undated,Draft,https://imsdb.com/Movie%20Scripts/Made%20Script.html,https://imsdb.com/scripts/Made.html
Magnolia,Paul Thomas Anderson,1998-11,Draft,https://imsdb.com/Movie%20Scripts/Magnolia%20Script.html,https://imsdb.com/scripts/Magnolia.html
"Majestic, The (The Bijou)",Michael Slone,The,Bijou,https://imsdb.com/Movie%20Scripts/Majestic%2C%20The%20%28The%20Bijou%29%20Script.html,"https://imsdb.com/scripts/Majestic,-The-(The-Bijou).html"
Major League,David S. Ward,1989,Draft,https://imsdb.com/Movie%20Scripts/Major%20League%20Script.html,https://imsdb.com/scripts/Major-League.html
Malcolm X,"Spike Lee,Arnold Perl",1991-00,Draft,https://imsdb.com/Movie%20Scripts/Malcolm%20X%20Script.html,https://imsdb.com/scripts/Malcolm-X.html
Malibu's Most Wanted,"Fax Bahr,Adam Small,Jamie Kennedy,Nick Swardson",2002-07,Draft,https://imsdb.com/Movie%20Scripts/Malibu%27s%20Most%20Wanted%20Script.html,https://imsdb.com/scripts/Malibu's-Most-Wanted.html
Man in the Iron Mask,Randall Wallace,1995-09,Draft,https://imsdb.com/Movie%20Scripts/Man%20in%20the%20Iron%20Mask%20Script.html,https://imsdb.com/scripts/Man-in-the-Iron-Mask.html
Man On Fire,Brian Helgeland,2003-02,Second Draft,https://imsdb.com/Movie%20Scripts/Man%20On%20Fire%20Script.html,https://imsdb.com/scripts/Man-On-Fire.html
Man on the Moon,"Scott Alexander,Larry Karaszewski",1999,Draft,https://imsdb.com/Movie%20Scripts/Man%20on%20the%20Moon%20Script.html,https://imsdb.com/scripts/Man-on-the-Moon.html
Man Trouble,Carole Eastman,1991-04,Draft,https://imsdb.com/Movie%20Scripts/Man%20Trouble%20Script.html,https://imsdb.com/scripts/Man-Trouble.html
"Man Who Knew Too Much, The",John Michael Hayes,1955-05,Draft,https://imsdb.com/Movie%20Scripts/Man%20Who%20Knew%20Too%20Much%2C%20The%20Script.html,"https://imsdb.com/scripts/Man-Who-Knew-Too-Much,-The.html"
"Man Who Wasn't There, The","Joel Coen,Ethan Coen",2001,Draft,https://imsdb.com/Movie%20Scripts/Man%20Who%20Wasn%27t%20There%2C%20The%20Script.html,"https://imsdb.com/scripts/Man-Who-Wasn't-There,-The.html"
"Manchurian Candidate, The","Richard Condon,George Axelrod,Dean Georgaris",2003-08,Draft,https://imsdb.com/Movie%20Scripts/Manchurian%20Candidate%2C%20The%20Script.html,"https://imsdb.com/scripts/Manchurian-Candidate,-The.html"
Manhattan Murder Mystery,"Woody Allen,Marshall Brickman",Undated,Draft,https://imsdb.com/Movie%20Scripts/Manhattan%20Murder%20Mystery%20Script.html,https://imsdb.com/scripts/Manhattan-Murder-Mystery.html
Manhunter,"Thomas Harris,Michael Mann",1984-07,Draft,https://imsdb.com/Movie%20Scripts/Manhunter%20Script.html,https://imsdb.com/scripts/Manhunter.html
Margaret,Kenneth Lonergan,2005-11,Draft,https://imsdb.com/Movie%20Scripts/Margaret%20Script.html,https://imsdb.com/scripts/Margaret.html
Margin Call,J.C. Chandor,2010-07,Draft,https://imsdb.com/Movie%20Scripts/Margin%20Call%20Script.html,https://imsdb.com/scripts/Margin-Call.html
Margot at the Wedding,Noah Baumbach,Undated,Draft,https://imsdb.com/Movie%20Scripts/Margot%20at%20the%20Wedding%20Script.html,https://imsdb.com/scripts/Margot-at-the-Wedding.html
"Mariachi, El",Robert Rodriguez,Undated,Draft,https://imsdb.com/Movie%20Scripts/Mariachi%2C%20El%20Script.html,"https://imsdb.com/scripts/Mariachi,-El.html"
Marley & Me,Don Roos,2007-03,Draft,https://imsdb.com/Movie%20Scripts/Marley%20%26%20Me%20Script.html,https://imsdb.com/scripts/Marley-&-Me.html
Martha Marcy May Marlene,Sean Durkin,Undated,Draft,https://imsdb.com/Movie%20Scripts/Martha%20Marcy%20May%20Marlene%20Script.html,https://imsdb.com/scripts/Martha-Marcy-May-Marlene.html
"Martian, The",Drew Goddard,Undated,Shooting script,https://imsdb.com/Movie%20Scripts/Martian%2C%20The%20Script.html,"https://imsdb.com/scripts/Martian,-The.html"
Marty,Paddy Chayefsky,Undated,Shooting draft,https://imsdb.com/Movie%20Scripts/Marty%20Script.html,https://imsdb.com/scripts/Marty.html
Mary Poppins,"Bill Walsh,Don DaGradi",1964,Transcript,https://imsdb.com/Movie%20Scripts/Mary%20Poppins%20Script.html,https://imsdb.com/scripts/Mary-Poppins.html
"Mask, The",Mark Verheiden,Undated,Final draft,https://imsdb.com/Movie%20Scripts/Mask%2C%20The%20Script.html,"https://imsdb.com/scripts/Mask,-The.html"
Master and Commander,"John Collee,Peter Weir",Undated,Draft,https://imsdb.com/Movie%20Scripts/Master%20and%20Commander%20Script.html,https://imsdb.com/scripts/Master-and-Commander.html
"Master, The",Paul Thomas Anderson,Undated,Draft,https://imsdb.com/Movie%20Scripts/Master%2C%20The%20Script.html,"https://imsdb.com/scripts/Master,-The.html"
Matchstick Men,"Ted Griffin,Nick Griffin",2002-10,Draft,https://imsdb.com/Movie%20Scripts/Matchstick%20Men%20Script.html,https://imsdb.com/scripts/Matchstick-Men.html
"Matrix Reloaded, The","Andy Wachowski,Larry Wachowski",1999-04,Draft,https://imsdb.com/Movie%20Scripts/Matrix%20Reloaded%2C%20The%20Script.html,"https://imsdb.com/scripts/Matrix-Reloaded,-The.html"
"Matrix, The","Larry Wachowski,Andy Wachowski",1997-06,Draft,https://imsdb.com/Movie%20Scripts/Matrix%2C%20The%20Script.html,"https://imsdb.com/scripts/Matrix,-The.html"
Max Payne,Beau Michael Thorne,2007-08,Draft,https://imsdb.com/Movie%20Scripts/Max%20Payne%20Script.html,https://imsdb.com/scripts/Max-Payne.html
Mean Streets,"Martin Scorsese,Mardik Martin,Ethan Edwards",Undated,Draft,https://imsdb.com/Movie%20Scripts/Mean%20Streets%20Script.html,https://imsdb.com/scripts/Mean-Streets.html
"Mechanic, The","Karl Gajdusek,Lewis John Carlino",2009-07,Draft,https://imsdb.com/Movie%20Scripts/Mechanic%2C%20The%20Script.html,"https://imsdb.com/scripts/Mechanic,-The.html"
Meet Joe Black,"Bo Goldman,Ron Osborn,Jeff Reno,Kevin Wade",1998,Draft,https://imsdb.com/Movie%20Scripts/Meet%20Joe%20Black%20Script.html,https://imsdb.com/scripts/Meet-Joe-Black.html
